movieId,title,genres,abstract_en,abstract_kk,abstract_fr,description_en,description_kk,description_fr
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,A socialite's wedding plans are complicated by the arrival of her ex-husband and a tabloid reporter. She must confront her past and decide who she truly loves.,"Әлеуметтік аруақ қыздың үйлену жоспарлары оның бұрынғы күйеуі мен таблоид репортерінің келуімен қиындайды. Ол өткенімен бетпе-бет келіп, кімді шынымен сүйетінін шешуі керек.",Les préparatifs du mariage d'une mondaine sont compliqués par l'arrivée de son ex-mari et d'un journaliste de tabloïd. Elle doit affronter son passé et décider qui elle aime vraiment.,"In ""The Philadelphia Story,"" Tracy Lord, a wealthy and headstrong socialite, is preparing for her second marriage. However, her plans are thrown into disarray with the arrival of her charming ex-husband, C.K. Dexter Haven, and a pair of undercover reporters from a tabloid magazine, Macaulay Connor and Liz Imbrie. As Tracy navigates the complexities of her relationships, she is forced to confront her own flaws and re-evaluate her understanding of love and happiness. The film explores themes of class, forgiveness, and personal growth, showcasing the witty banter and sparkling performances of Katharine Hepburn, Cary Grant, and James Stewart. Ultimately, Tracy must decide which man truly understands and appreciates her for who she is.","""Филадельфия хикаясында"" бай және өркөкірек әлеуметтік аруақ Трейси Лорд екінші некеге дайындалып жатыр. Алайда, оның жоспарлары оның сүйкімді бұрынғы күйеуі С.К. Декстер Хейвеннің және таблоид журналының жасырын репортерлері Маколей Коннор мен Лиз Имбридің келуімен бұзылады. Трейси өз қарым-қатынастарының күрделілігін шешкен сайын, ол өз кемшіліктерімен бетпе-бет келіп, махаббат пен бақыт туралы түсінігін қайта бағалауға мәжбүр болады. Фильм тап, кешірім және жеке өсу тақырыптарын зерттейді, Кэтрин Хепберн, Кэри Грант және Джеймс Стюарттың ақылды әңгімелері мен жарқын қойылымдарын көрсетеді. Сайып келгенде, Трейси қай адам оны кім екенін шынымен түсінетінін және бағалайтынын шешуі керек.","Dans ""The Philadelphia Story"", Tracy Lord, une mondaine riche et obstinée, se prépare pour son deuxième mariage. Cependant, ses plans sont bouleversés par l'arrivée de son charmant ex-mari, C.K. Dexter Haven, et d'une paire de reporters infiltrés d'un magazine à sensation, Macaulay Connor et Liz Imbrie. Alors que Tracy navigue dans les complexités de ses relations, elle est forcée de faire face à ses propres défauts et de réévaluer sa compréhension de l'amour et du bonheur. Le film explore les thèmes de la classe sociale, du pardon et de la croissance personnelle, mettant en valeur les dialogues spirituels et les performances étincelantes de Katharine Hepburn, Cary Grant et James Stewart. En fin de compte, Tracy doit décider quel homme la comprend et l'apprécie vraiment pour ce qu'elle est."
899,Singin' in the Rain (1952),Comedy|Musical|Romance,A silent film star falls for a chorus girl as he and his best friend struggle to make the difficult transition to talking pictures. The film explores the joy and challenges of adapting to change in the entertainment industry.,"Дыбыссыз кино жұлдызы хор қызына ғашық болады, ал ол және оның ең жақын досы дыбыстық фильмдерге ауысу кезінде қиындықтарға тап болады. Фильм ойын-сауық индустриясындағы өзгерістерге бейімделудің қуанышы мен қиындықтарын зерттейді.",Une star du cinéma muet tombe amoureuse d'une chorus girl alors que lui et son meilleur ami luttent pour faire la transition difficile vers le cinéma parlant. Le film explore la joie et les défis de l'adaptation au changement dans l'industrie du divertissement.,"""Singin' in the Rain"" is a joyous and iconic musical comedy set in Hollywood during the late 1920s, as the silent film era gives way to ""talkies."" Don Lockwood, a popular silent film star, finds himself at a career crossroads when his studio decides to produce a musical. He falls for Kathy Selden, a talented but initially unrecognized chorus girl, while struggling to work with his vain and vocally challenged co-star, Lina Lamont. The film is filled with memorable song-and-dance numbers, including the titular ""Singin' in the Rain"" sequence, and celebrates the transformative power of cinema and the resilience of the human spirit in the face of technological advancement.","""Singin' in the Rain"" - бұл 1920-жылдардың аяғында Голливудта дыбыссыз фильмдер дәуірі ""дыбыстық фильмдерге"" жол берген кезде түсірілген көңілді және танымал музыкалық комедия. Танымал дыбыссыз кино жұлдызы Дон Локвуд студиясы музыкалық фильм түсіруді шешкенде, мансабының қиылысында тұрғанын түсінеді. Ол өзінің дарынды, бірақ бастапқыда танылмаған хор қызы Кэти Селденге ғашық болады, сонымен бірге өзінің менмен және вокалдық жағынан қиын әріптесі Лина Ламонтпен жұмыс істеуге тырысады. Фильм есте қаларлық ән мен би нөмірлеріне толы, соның ішінде ""Singin' in the Rain"" атауы бар және кинематографияның өзгертуші күшін және технологиялық прогресске қарсы адам рухының төзімділігін дәріптейді.","« Chantons sous la pluie » est une comédie musicale joyeuse et emblématique qui se déroule à Hollywood à la fin des années 1920, alors que l'ère du cinéma muet cède la place aux « films parlants ». Don Lockwood, une star populaire du cinéma muet, se retrouve à la croisée des chemins de sa carrière lorsque son studio décide de produire une comédie musicale. Il tombe amoureux de Kathy Selden, une chorus girl talentueuse mais initialement méconnue, tout en luttant pour travailler avec sa co-star vaniteuse et vocalement déficiente, Lina Lamont. Le film est rempli de numéros de chant et de danse mémorables, y compris la séquence titulaire « Chantons sous la pluie », et célèbre le pouvoir transformateur du cinéma et la résilience de l'esprit humain face aux progrès technologiques."
900,"American in Paris, An (1951)",Musical|Romance,"An American painter in post-war Paris falls in love with a young French woman, unaware that she is engaged to his friend. The film explores themes of love, art, and cultural identity against the backdrop of a vibrant Parisian setting.","Соғыстан кейінгі Париждегі американдық суретші өзінің досымен келісілгенін білмей, жас француз әйеліне ғашық болады. Фильм жарқын Париж аясындағы махаббат, өнер және мәдени сәйкестік тақырыптарын зерттейді.","Un peintre américain à Paris après-guerre tombe amoureux d'une jeune Française, ignorant qu'elle est fiancée à son ami. Le film explore les thèmes de l'amour, de l'art et de l'identité culturelle dans le cadre d'un Paris vibrant.","Set in post-World War II Paris, the film centers on Jerry Mulligan, an American ex-GI who decides to stay in the city to pursue his passion for painting. He finds himself torn between a wealthy American patroness, Milo Roberts, who is interested in both his art and him, and Lise Bouvier, a beautiful young French woman with whom he falls deeply in love. However, Lise is engaged to Henri Baurel, a French singer and Jerry's friend. The film is renowned for its elaborate dance sequences, particularly the climactic 17-minute ballet set to George Gershwin's ""An American in Paris,"" and explores themes of love, sacrifice, and the pursuit of artistic dreams in a city rebuilding after war.","Екінші дүниежүзілік соғыстан кейінгі Парижде түсірілген фильм Джерри Маллиганның айналасында өрбиді, ол американдық бұрынғы сарбаз, сурет салуға деген құштарлығын жалғастыру үшін қалада қалуды шешеді. Ол өзінің өнеріне де, өзіне де қызығушылық танытқан бай американдық меценат Мило Робертс пен ол қатты ғашық болған әдемі жас француз әйелі Лиз Бувье арасында қалады. Алайда, Лиз француз әншісі және Джерридің досы Анри Борельге үйленуге келіскен. Фильм өзінің егжей-тегжейлі би қимылдарымен, әсіресе Джордж Гершвиннің «Париждегі американдық» әніне арналған 17 минуттық балетімен танымал және соғыстан кейін қайта құрылып жатқан қаладағы махаббат, құрбандық және көркемдік армандарды іздеу тақырыптарын зерттейді.","Situé dans le Paris de l'après-Seconde Guerre mondiale, le film se concentre sur Jerry Mulligan, un ancien GI américain qui décide de rester dans la ville pour poursuivre sa passion pour la peinture. Il se retrouve tiraillé entre une riche mécène américaine, Milo Roberts, qui s'intéresse à son art et à lui, et Lise Bouvier, une belle jeune Française dont il tombe profondément amoureux. Cependant, Lise est fiancée à Henri Baurel, un chanteur français et ami de Jerry. Le film est réputé pour ses séquences de danse élaborées, en particulier le ballet final de 17 minutes sur la musique de George Gershwin ""Un Américain à Paris"", et explore les thèmes de l'amour, du sacrifice et de la poursuite des rêves artistiques dans une ville en reconstruction après la guerre."
901,Funny Face (1957),Comedy|Musical,A shy bookstore clerk in Greenwich Village is discovered by a fashion photographer and whisked away to Paris to become a model. She finds herself caught between the allure of the fashion world and her intellectual pursuits.,"Гринвич Виллидждің ұялшақ кітап дүкенінің сатушысын сән фотографы тауып алып, оны Парижге модель болуға алып кетеді. Ол сән әлемінің тартымдылығы мен интеллектуалдық ізденістерінің арасында қалып қойғанын түсінеді.",Une timide vendeuse de librairie à Greenwich Village est découverte par un photographe de mode et emmenée à Paris pour devenir mannequin. Elle se retrouve tiraillée entre l'attrait du monde de la mode et ses aspirations intellectuelles.,"""Funny Face"" is a delightful musical comedy starring Audrey Hepburn as Jo Stockton, a Greenwich Village bookstore employee, and Fred Astaire as Dick Avery, a fashion photographer. Dick is looking for a new face to promote a fashion magazine and stumbles upon Jo, who initially resists the glamorous world. He convinces her to travel to Paris, where she transforms into a high-fashion model. The film explores themes of beauty, intellectualism, and the clash between art and commerce. It features iconic musical numbers and stunning visuals of 1950s Paris, making it a timeless classic.","""Funny Face"" – басты рөлдерде Одри Хепберн Джо Стоктон рөлінде, Гринвич Виллидж кітап дүкенінің қызметкері және Фред Астер Дик Эйвери рөлінде, сән фотографы ойнайтын керемет музыкалық комедия. Дик сән журналын жылжыту үшін жаңа тұлға іздеп жүріп, сәнді әлемге қарсылық білдіретін Джоны кездестіреді. Ол оны Парижге баруға көндіреді, онда ол жоғары сәнді модельге айналады. Фильм сұлулық, интеллектуалдылық және өнер мен сауда арасындағы қақтығыс тақырыптарын зерттейді. Онда 1950 жылдардағы Париждің керемет музыкалық нөмірлері мен керемет көріністері бар, бұл оны мәңгілік классикаға айналдырады.","""Funny Face"" est une comédie musicale charmante mettant en vedette Audrey Hepburn dans le rôle de Jo Stockton, une employée de librairie de Greenwich Village, et Fred Astaire dans le rôle de Dick Avery, un photographe de mode. Dick est à la recherche d'un nouveau visage pour promouvoir un magazine de mode et tombe sur Jo, qui résiste initialement au monde glamour. Il la convainc de se rendre à Paris, où elle se transforme en mannequin de haute couture. Le film explore les thèmes de la beauté, de l'intellectualisme et du conflit entre l'art et le commerce. Il présente des numéros musicaux emblématiques et des visuels époustouflants du Paris des années 1950, ce qui en fait un classique intemporel."
902,Breakfast at Tiffany's (1961),Drama|Romance,"A young New York socialite becomes interested in a young man who moves into her apartment building. Their relationship explores themes of identity, belonging, and the search for happiness.","Нью-Йорктің жас сәнді қызы оның пәтеріне көшіп келген жас жігітке қызығушылық танытады. Олардың қарым-қатынасы өзіндік сана, тиесілілік және бақыт іздеу тақырыптарын зерттейді.","Une jeune mondaine new-yorkaise s'intéresse à un jeune homme qui emménage dans son immeuble. Leur relation explore les thèmes de l'identité, de l'appartenance et de la recherche du bonheur.","Breakfast at Tiffany's tells the story of Holly Golightly, a charming and elusive New York socialite who captivates the attention of a struggling writer, Paul Varjak, who moves into her apartment building. Holly lives a seemingly carefree life, attending parties and accepting gifts from wealthy men, all while searching for a place where she truly belongs. As Paul gets to know Holly, he uncovers the vulnerabilities and secrets beneath her glamorous facade. The film explores themes of identity, the pursuit of happiness, and the complexities of relationships, set against the backdrop of 1960s New York City. It's a romantic drama that delves into the lives of two individuals searching for meaning and connection in a world of superficiality.","«Тиффанидегі таңғы ас» Холли Голайтлидің тарихын баяндайды, ол өзінің пәтеріне көшіп келген жас жазушы Пол Варяктың назарын аударған Нью-Йорктің сүйкімді және ұстатпайтын сәнді қызы. Холли бай адамдардан сыйлықтар қабылдап, кештерге қатысып, шынайы тиесілі жерін іздеп, алаңсыз өмір сүреді. Пол Холлиді таныған сайын, ол оның сәнді келбетінің астындағы осалдықтар мен құпияларды ашады. Фильм 1960 жылдардағы Нью-Йорк қаласының аясында өзіндік сана, бақытты іздеу және қарым-қатынастардың күрделілігі тақырыптарын зерттейді. Бұл беткі қабаттық әлемде мағына мен байланыс іздеген екі адамның өміріне терең бойлайтын романтикалық драма.","Diamants sur canapé raconte l'histoire d'Holly Golightly, une mondaine new-yorkaise charmante et insaisissable qui attire l'attention d'un écrivain en difficulté, Paul Varjak, qui emménage dans son immeuble. Holly mène une vie apparemment insouciante, assistant à des fêtes et acceptant des cadeaux d'hommes riches, tout en cherchant un endroit où elle se sent vraiment chez elle. Au fur et à mesure que Paul apprend à connaître Holly, il découvre les vulnérabilités et les secrets qui se cachent derrière sa façade glamour. Le film explore les thèmes de l'identité, de la poursuite du bonheur et de la complexité des relations, dans le contexte de la ville de New York des années 1960. C'est un drame romantique qui plonge dans la vie de deux individus à la recherche de sens et de connexion dans un monde de superficialité."
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,"A former police detective suffering from acrophobia investigates the strange activities of an old friend's wife, spiraling into obsession and deception. He finds himself caught in a web of mystery and psychological torment as he tries to unravel the truth.","Акрофобиядан зардап шегетін бұрынғы полиция детективі ескі досының әйелінің күдікті әрекеттерін зерттейді, бұл оның құмарлық пен алдауға түсуіне әкеледі. Ол шындықты ашуға тырысқан сайын жұмбақ пен психологиялық азаптың торына түседі.","Un ancien détective de police souffrant d'acrophobie enquête sur les étranges activités de la femme d'un vieil ami, sombrant dans l'obsession et la tromperie. Il se retrouve pris dans un réseau de mystère et de tourment psychologique alors qu'il tente de démêler la vérité.","Alfred Hitchcock's Vertigo follows John ""Scottie"" Ferguson, a retired police detective haunted by acrophobia and guilt after failing to save a colleague. He is hired by an old acquaintance, Gavin Elster, to follow his wife, Madeleine, who is behaving strangely and believes she is possessed by a deceased ancestor. Scottie becomes increasingly obsessed with Madeleine, falling in love with her while trying to protect her from her perceived madness. However, a tragic event leads to Scottie's mental breakdown and a desperate attempt to recreate the past, revealing a complex web of deception and murder. The film explores themes of obsession, identity, and the unreliability of perception, solidifying its place as a cinematic masterpiece.","Альфред Хичкоктың «Вертиго» фильмі акрофобия мен әріптесін құтқара алмағаны үшін кінәлі сезімнен зардап шегетін зейнеткерлікке шыққан полиция детективі Джон «Скотти» Фергюсонның оқиғасын баяндайды. Оны ескі танысы Гэвин Элстер әйелі Мадленді бақылау үшін жалдайды, ол өзін біртүрлі ұстайды және өзін қайтыс болған ата-бабасы билеп алды деп сенеді. Скотти Мадленге ғашық болып, оны қорғауға тырысқан сайын оған құмарлығы артады. Алайда, қайғылы оқиға Скоттидің психикалық күйзелісіне және өткенді қайта жасауға деген үмітсіз әрекетке әкеледі, бұл алдау мен кісі өлтірудің күрделі торын ашады. Фильм құмарлық, сәйкестік және қабылдаудың сенімсіздігі тақырыптарын зерттейді, бұл оның кинематографиялық шедевр ретіндегі орнын бекітеді.","Vertigo d'Alfred Hitchcock suit John ""Scottie"" Ferguson, un détective de police à la retraite hanté par l'acrophobie et la culpabilité après avoir échoué à sauver un collègue. Il est engagé par une vieille connaissance, Gavin Elster, pour suivre sa femme, Madeleine, qui se comporte étrangement et croit être possédée par une ancêtre décédée. Scottie devient de plus en plus obsédé par Madeleine, tombant amoureux d'elle tout en essayant de la protéger de sa folie perçue. Cependant, un événement tragique conduit à la dépression nerveuse de Scottie et à une tentative désespérée de recréer le passé, révélant un réseau complexe de tromperie et de meurtre. Le film explore les thèmes de l'obsession, de l'identité et du caractère non fiable de la perception, consolidant sa place de chef-d'œuvre cinématographique."
904,Rear Window (1954),Mystery|Thriller,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder. He must find a way to prove it without leaving his apartment.,"Арбаға таңылған фотограф пәтерінің терезесінен көршілерін бақылап, олардың біреуі кісі өлтірді деген сенімге келеді. Ол пәтерінен шықпай-ақ мұны дәлелдеудің жолын табуы керек.",Un photographe en fauteuil roulant épie ses voisins depuis la fenêtre de son appartement et est convaincu que l'un d'eux a commis un meurtre. Il doit trouver un moyen de le prouver sans quitter son appartement.,"Alfred Hitchcock's ""Rear Window"" follows Jeff Jeffries, a professional photographer confined to a wheelchair with a broken leg. Bored, he begins observing his neighbors through his rear window, becoming increasingly suspicious of one, Lars Thorwald. Jeffries believes Thorwald has murdered his wife and enlists the help of his socialite girlfriend, Lisa Fremont, and his insurance nurse, Stella, to investigate. The film explores themes of voyeurism, suspicion, and the dangers of making assumptions. As Jeffries gets closer to the truth, he puts himself and Lisa in grave danger, culminating in a tense and unforgettable climax.","""Артқы терезе"" фильмінде Альфред Хичкок аяғы сынғандықтан арбаға таңылған кәсіби фотограф Джефф Джеффристің оқиғасын баяндайды. Зеріккен ол артқы терезесі арқылы көршілерін бақылай бастайды, олардың бірі Ларс Торвальдқа күдіктенеді. Джеффрис Торвальд әйелін өлтірді деп сенеді және тергеуге көмектесу үшін сүйіктісі Лиза Фремонтты және сақтандыру медбикесі Стелланы шақырады. Фильм вуайеризм, күдік және болжам жасау қаупі тақырыптарын зерттейді. Джеффрис шындыққа жақындаған сайын, ол өзін және Лизаны үлкен қауіпке тігеді, бұл шиеленіскен және ұмытылмас шарықтау шегіне әкеледі.","""Fenêtre sur cour"" d'Alfred Hitchcock suit Jeff Jeffries, un photographe professionnel confiné dans un fauteuil roulant avec une jambe cassée. Ennuyé, il commence à observer ses voisins par sa fenêtre arrière, devenant de plus en plus méfiant envers l'un d'eux, Lars Thorwald. Jeffries croit que Thorwald a assassiné sa femme et fait appel à sa petite amie mondaine, Lisa Fremont, et à son infirmière d'assurance, Stella, pour enquêter. Le film explore les thèmes du voyeurisme, de la suspicion et des dangers de tirer des conclusions hâtives. Alors que Jeffries se rapproche de la vérité, il se met, ainsi que Lisa, en grand danger, culminant dans un point culminant tendu et inoubliable."
905,It Happened One Night (1934),Comedy|Romance,"A spoiled heiress running away from her wedding meets a cynical reporter, and their initially antagonistic relationship blossoms into love during a cross-country bus trip. Their journey is filled with humorous mishaps and unexpected connections.","Үйлену тойынан қашып кеткен ерке қыз бен сыншыл репортер кездеседі, олардың алғашқы қарым-қатынасы автобуспен ел аралаған сапарында махаббатқа ұласады. Олардың сапары күлкілі қателіктер мен күтпеген байланыстарға толы.","Une héritière gâtée fuyant son mariage rencontre un journaliste cynique, et leur relation initialement antagoniste se transforme en amour lors d'un voyage en bus à travers le pays. Leur périple est rempli de mésaventures humoristiques et de rencontres inattendues.","""It Happened One Night"" is a classic screwball comedy that follows Ellie Andrews, a rebellious heiress, as she escapes her controlling father and elopes. On her journey, she encounters Peter Warne, a down-on-his-luck reporter looking for a big story. Forced to travel together, they initially clash due to their differing personalities and social classes. However, as they navigate various obstacles and share intimate moments, a genuine connection forms between them. The film explores themes of class differences, independence, and the transformative power of love. Its witty dialogue, charming performances, and lighthearted tone made it a major box office success and a landmark in romantic comedy history, winning all five major Academy Awards.","""It Happened One Night"" - ерке қыз Элли Эндрюстің әкесінің бақылауынан қашып, үйлену тойынан қашып кетуі туралы классикалық комедия. Сапарында ол үлкен оқиға іздеген сәтсіз репортер Питер Уорнмен кездеседі. Бірге саяхаттауға мәжбүр болған олар алғашында әртүрлі мінездері мен әлеуметтік таптарына байланысты қақтығысады. Алайда, олар әртүрлі кедергілерді еңсеріп, жақын сәттерді бөліскен сайын, олардың арасында шынайы байланыс пайда болады. Фильм таптық айырмашылықтар, тәуелсіздік және махаббаттың өзгертуші күші тақырыптарын зерттейді. Оның тапқыр диалогтары, сүйкімді қойылымдары және жеңіл әуені оны кассалық табысқа жеткізді және романтикалық комедия тарихындағы маңызды оқиға болды, бес негізгі Оскар сыйлығын жеңіп алды.","""It Happened One Night"" est une comédie loufoque classique qui suit Ellie Andrews, une héritière rebelle, alors qu'elle échappe au contrôle de son père et s'enfuit. Au cours de son voyage, elle rencontre Peter Warne, un journaliste malchanceux à la recherche d'un scoop. Contraints de voyager ensemble, ils se heurtent initialement en raison de leurs personnalités et de leurs classes sociales différentes. Cependant, alors qu'ils surmontent divers obstacles et partagent des moments intimes, un lien authentique se crée entre eux. Le film explore les thèmes des différences de classes, de l'indépendance et du pouvoir transformateur de l'amour. Ses dialogues spirituels, ses performances charmantes et son ton léger en ont fait un grand succès au box-office et un jalon dans l'histoire de la comédie romantique, remportant les cinq principaux Oscars."
906,Gaslight (1944),Drama|Thriller,"A manipulative husband slowly drives his wife to the brink of insanity by making her question her perception of reality. As she begins to doubt herself, a detective investigates the secrets hidden within their home.","Алдаушы күйеуі әйелін шындыққа күмәндандыру арқылы ақылынан алжастырады. Әйелі өзіне сенуден қалғанда, детектив олардың үйінде жасырылған құпияларды зерттейді.","Un mari manipulateur pousse lentement sa femme au bord de la folie en lui faisant douter de sa perception de la réalité. Alors qu'elle commence à douter d'elle-même, un détective enquête sur les secrets cachés dans leur maison.","In 19th-century London, Paula Alquist Anton, a young opera singer, marries the charming Gregory Anton. Soon after, strange occurrences begin in their townhouse: objects disappear, gaslights dim inexplicably, and Paula hears noises in the attic. Gregory subtly isolates Paula from her friends and family, convincing her that she is losing her mind. He uses psychological manipulation, known as ""gaslighting,"" to control her and conceal his own sinister motives. A detective, Brian Cameron, becomes suspicious of Gregory's behavior and begins to investigate, uncovering a dark secret connected to Paula's past and Gregory's true identity. The film explores themes of psychological abuse, manipulation, and the struggle for sanity and self-preservation.","19 ғасырдағы Лондонда жас опера әншісі Паула Алквист Антон сүйкімді Грегори Антонға үйленеді. Көп ұзамай олардың қалалық үйінде ғажайып оқиғалар басталады: заттар жоғалып кетеді, газ шамдары түсініксіз түрде сөнеді және Паула шатырдағы шуды естиді. Грегори Пауланы достары мен отбасынан ақырын оқшаулап, оны ақыл-есінен айырылып жатыр деп сендіреді. Ол өзін басқару және өзінің зұлым ниетін жасыру үшін «газбен жарықтандыру» деп аталатын психологиялық манипуляцияны қолданады. Детектив Брайан Кэмерон Грегоридің мінез-құлқынан күдіктеніп, тергеуді бастайды, Пауланың өткенімен және Грегоридің шынайы кім екенімен байланысты қараңғы құпияны ашады. Фильм психологиялық зорлық-зомбылық, манипуляция және ақыл-есті және өзін-өзі сақтау үшін күресу тақырыптарын зерттейді.","Dans le Londres du XIXe siècle, Paula Alquist Anton, une jeune chanteuse d'opéra, épouse le charmant Gregory Anton. Peu de temps après, d'étranges événements commencent à se produire dans leur maison de ville : des objets disparaissent, les lampes à gaz s'éteignent inexplicablement et Paula entend des bruits dans le grenier. Gregory isole subtilement Paula de ses amis et de sa famille, la convainquant qu'elle perd la tête. Il utilise une manipulation psychologique, connue sous le nom de ""gaslighting"", pour la contrôler et dissimuler ses propres motifs sinistres. Un détective, Brian Cameron, se méfie du comportement de Gregory et commence à enquêter, découvrant un sombre secret lié au passé de Paula et à la véritable identité de Gregory. Le film explore les thèmes de la violence psychologique, de la manipulation et de la lutte pour la santé mentale et l'autoconservation."
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,"An American woman in England seeks a divorce, but complications arise when she falls for a charming dancer who is not her paid correspondent. Mistaken identities and romantic entanglements ensue.","Ағылшындағы американдық әйел ажырасуды іздейді, бірақ ол өзінің ақылы хатшысы емес сүйкімді бишіге ғашық болғанда қиындықтар туындайды. Қателіктер мен романтикалық оқиғалар орын алады.","Une Américaine en Angleterre cherche à divorcer, mais des complications surviennent lorsqu'elle tombe amoureuse d'un charmant danseur qui n'est pas son correspondant rémunéré. Les erreurs d'identité et les imbroglios amoureux s'ensuivent.","The Gay Divorcee is a delightful 1934 musical comedy starring Fred Astaire and Ginger Rogers. Mimi Glossop, an American woman seeking a divorce in England, finds herself entangled in a series of mistaken identities and romantic misunderstandings. She meets Guy Holden, a charming dancer who instantly falls for her, but Mimi believes he is the professional correspondent hired to be named in her divorce case. As they navigate the complexities of English divorce law and their growing attraction, the film features dazzling dance numbers, witty dialogue, and lighthearted humor. The film explores themes of love, mistaken identity, and the absurdity of social conventions, all wrapped in a glamorous and entertaining package.","""Көңілді ажырасушы"" - 1934 жылғы Фред Астер мен Джинджер Роджерс басты рөлдерде ойнайтын керемет музыкалық комедия. Англияда ажырасуды іздейтін американдық әйел Мими Глоссоп қателіктер мен романтикалық түсінбеушіліктерге толы жағдайға тап болады. Ол бірден ғашық болған сүйкімді биші Гай Холденмен кездеседі, бірақ Мими оны ажырасу ісінде аты аталатын кәсіби хатшы деп санайды. Ағылшын ажырасу заңының қиындықтары мен олардың өсіп келе жатқан тартымдылығын ескере отырып, фильмде керемет би нөмірлері, ақылды диалогтар және жеңіл әзіл бар. Фильм сүйіспеншілік, қателік және әлеуметтік конвенциялардың абсурдтылығы тақырыптарын зерттейді, олардың барлығы сәнді және көңілді пакетке оралған.","The Gay Divorcee est une comédie musicale charmante de 1934 mettant en vedette Fred Astaire et Ginger Rogers. Mimi Glossop, une Américaine cherchant à divorcer en Angleterre, se retrouve mêlée à une série d'erreurs d'identité et de malentendus romantiques. Elle rencontre Guy Holden, un danseur charmant qui tombe instantanément amoureux d'elle, mais Mimi croit qu'il est le correspondant professionnel engagé pour être nommé dans son affaire de divorce. Alors qu'ils naviguent dans les complexités du droit anglais du divorce et leur attraction croissante, le film présente des numéros de danse éblouissants, des dialogues spirituels et un humour léger. Le film explore les thèmes de l'amour, de l'erreur d'identité et de l'absurdité des conventions sociales, le tout enveloppé dans un emballage glamour et divertissant."
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,A hapless advertising executive is mistaken for a government agent and pursued across the country by both foreign spies and law enforcement. He must clear his name and uncover the truth behind the dangerous game he's been unwillingly drawn into.,"Жарнамалық агент үкіметтің тыңшысы деп қателесіп, шетелдік тыңшылар мен құқық қорғау органдары оны бүкіл ел бойынша қудалайды. Ол өз атын ақтап, өзі қатысуға мәжбүр болған қауіпті ойынның артындағы шындықты ашуы керек.",Un publicitaire new-yorkais est pris pour un agent secret et se retrouve pourchassé à travers les États-Unis par des espions étrangers et la police. Il doit prouver son innocence et découvrir la vérité derrière ce dangereux complot.,"Alfred Hitchcock's *North by Northwest* is a thrilling tale of mistaken identity and espionage. Roger O. Thornhill, an advertising executive, finds his life turned upside down when he's mistaken for a man named George Kaplan. Pursued by both a mysterious organization led by Phillip Vandamm and the authorities, Thornhill embarks on a cross-country chase to clear his name. Along the way, he encounters the enigmatic Eve Kendall, who may or may not be trustworthy. The film is a masterclass in suspense, featuring iconic set pieces like the crop duster scene and the climax on Mount Rushmore. It explores themes of paranoia, deception, and the fragility of identity in a world of hidden agendas.","Альфред Хичкоктың «Солтүстік арқылы солтүстікке» фильмі - қателікпен танылу және тыңшылық туралы қызықты оқиға. Жарнамалық агент Роджер О. Торнхилл Джордж Каплан есімді адам деп қателескенде, оның өмірі астаң-кестеңі шығады. Филипп Вандамм бастаған жұмбақ ұйым мен билік қудалаған Торнхилл өз атын ақтау үшін бүкіл ел бойынша қуғынға түседі. Жолда ол сенуге болатын немесе болмайтын жұмбақ Ева Кендаллды кездестіреді. Фильм - күдіктің шебері, оның ішінде егін сепкіш көрінісі және Рашмор тауындағы шарықтау шегі сияқты танымал декорациялар бар. Ол жасырын күн тәртібі бар әлемдегі паранойя, алдау және жеке бастың осалдығы тақырыптарын зерттейді.","*La Mort aux trousses* d'Alfred Hitchcock est un thriller captivant sur l'erreur d'identité et l'espionnage. Roger O. Thornhill, un publicitaire new-yorkais, voit sa vie basculer lorsqu'il est pris pour un certain George Kaplan. Poursuivi à la fois par une mystérieuse organisation dirigée par Phillip Vandamm et par les autorités, Thornhill se lance dans une course-poursuite à travers les États-Unis pour prouver son innocence. En chemin, il rencontre l'énigmatique Eve Kendall, dont la loyauté est incertaine. Le film est un chef-d'œuvre de suspense, avec des scènes emblématiques comme celle de l'avion pulvérisateur et le climax sur le Mont Rushmore. Il explore les thèmes de la paranoïa, de la tromperie et de la fragilité de l'identité dans un monde d'agendas cachés."
